ISBN,Control Number,Title
9780553538731,  2016299704,A color of his own = Su propio color / Leo Lionni ; translation by Teresa Mlawer.
9780553539899,  2015011916,Eres tu mi mama? / por P.D. Eastman ; traduccion de Teresa Mlawer.
9780553539912,  2015011916,Eres tu mi mama? / por P.D. Eastman ; traduccion de Teresa Mlawer.
9780590003865,fxc96000689,The carrot seed [sound recording] / story by Ruth Krauss.
9780590017978,   00698173,Kids' poems : teaching kindergartners to love writing poetry / Regie Routman.
9780590020459,csp00006692,Curious George rides a bike [sound recording (CD kit)] / book by H.A. Rey.
9780590020497,fxc91003563,"""I can't"" said the ant / words and pictures by Polly Cameron."
9780590029100,   97047182,The bear went over the mountain / Rosemary Wells.
9780590029117,   97049403,The itsy-bitsy spider / Rosemary Wells.
9780590029131,   97047181,Bingo / Rosemary Wells.
9780590075862,fxc87006596,"Gregory, the terrible eater / by Mitchell Sharmat ; illustrated by Jose Aruego and Ariane Dewey."
9780590089074,hcs00002241,Madeline [KIT].
9780590089081,mtg00089163,Madeline's rescue / (paper)
9780590092425,mtg00080823,Goodnight moon / (paper)
9780590100755,bt 00015410,The surprise garden / by Zoe Hall ; illustrated by Shari Halpern.
9780590100762,bt 00015410,The surprise garden / by Zoe Hall ; illustrated by Shari Halpern.
9780590110013,hcs00029111,Little cloud [KIT] / by Eric Carle.
9780590128087,hcs00029111,Little cloud [KIT] / by Eric Carle.
9780590189231,   98049242,Through my eyes / Ruby Bridges ; articles and interviews compiled and edited by Margo Lundell.
9780590189521,hcs00029111,Little cloud [KIT] / by Eric Carle.
9780590189798,   97042209,"When Sophie gets angry-- really, really angry-- / by Molly Bang."
9780590221979,   95030068,A drop of water : a book of science and wonder / written and photographed by Walter Wick.
9780590224253,wtr00505782,Feathers for lunch / Lois Ehlert.
9780590226318,bt 09671884,Franklin plays the game / [written by] Paulette Bourgeois ; [illustrated by] Brenda Clark.
9780590227322,   00698172,Kids' poems : teaching second graders to love writing poetry / Regie Routman.
9780590227346,   00268210,Kids' poems : teaching first graders to love writing poetry / Regie Routman.
9780590316828,020719154251,How do Dinosaurs say Good Night? / Jane Yolen.
9780590331272,wtr00500525,We just moved!/ by Stephen Krensky ; illustrated by Larry Difiori.
9780590332606,fxc87006596,"Gregory, the terrible eater / by Mitchell Sharmat ; illustrated by Jose Aruego and Ariane Dewey."
9780590335898,bl 99952391,Clifford's good deeds / story and pictures by Norman Bridwell.
9780590368056,hcs00029111,Little cloud [KIT] / by Eric Carle.
9780590372237,bt 00016668,I am an apple / by Jean Marzollo ; illustrated by Judith Moffat.
9780590376570,012919080325,I Love You A Rebus Poem / Jean Marzollo.
9780590390842,   96010474,Que monton de tamales! / Gary Soto ; ilustrado por Ed Martinez ; traducido por Alma Flor Ada y F. Isabel Campoy.
9780590400633,bt 07459696,"Jump, frog, jump! / by Robert Kalan ; pictures by Byron Barton."
9780590402507,fxc87006596,"Gregory, the terrible eater / by Mitchell Sharmat ; illustrated by Jose Aruego and Ariane Dewey."
9780590410816,hcs00002018,Each peach pear plum / Janet and Allan Ahlberg.
9780590411011,mcs00025662,The tale of Peter Rabbit / by Beatrix Potter ; illustrated by David McPhail.
9780590411455,bt2003012912,The little red hen / pictures by Lucinda McQueen.
9780590411554,   88106482,City mouse-country mouse and two more mouse tales from Aesop / pictures by John Wallner.
9780590411967,bt 07981715,Is this you? / by Ruth Krauss and Crockett Johnson.
9780590412391,bps00056441,Rosie's walk [kit] / Pat Hutchins.
9780590413381,   87032332,Favorite Greek myths / retold by Mary Pope Osborne ; illustrated by Troy Howell.
9780590415262,mtg00058836,The mud pony: a traditional Skidi Pawnee tale / (paper) retold from the Skidi Pawnee tale by Caron Lee Cohen ; illustrated by Shonto Begay.
9780590422710,bt 08346082,"Angel child, dragon child / story by Michele Maria Surat ; pictures by Vo-Dinh Mai."
9780590425049,mtg00058597,Jamaica's find / (paper) Juanita Havill ; illustrations by Anne Sibley O'Brien.
9780590426169,mtg00069623,Johnny Appleseed / (paper) Steven Kellogg.
9780590426640,sbr92079568,Across the stream [book/sound] / by Mirra Ginsburg ; pictures by Nancy Tafuri.
9780590426947,fxc97001157,Freight train [sound recording] / by Donald Crews.
9780590427920,mcs00012531,My brother Sam is dead / James Lincoln Collier and Christopher Collier.
9780590428538,mtg00084583,Children of the earth and sky / (paper) written by Stephen Krensky ; illustrated by James Watling.
9780590431620,bt 09030479,This is the way we go to school : a book about children around the world / by Edith Baer ; illustrated by Steven Bjorkman.
9780590432665,ocm34173934,Circle of gold / Candy Dawson Boyd.
9780590433501,fxc87006596,"Gregory, the terrible eater / by Mitchell Sharmat ; illustrated by Jose Aruego and Ariane Dewey."
9780590437745,bt 09027681,Mary had a little lamb / written by Sarah Josepha Hale ; photo-illustrated and afterword by Bruce McMillan.
9780590440622,mtg00074738,Jamaica tag-along / (paper) Juanita Havil.
9780590440691,fxc93006408,Lon Po Po : a red-riding hood story from China / translated and illustrated by Ed Young.
9780590442923,bl 99952391,Clifford's good deeds / story and pictures by Norman Bridwell.
9780590444385,020719153353,Truck / Donald Crews.
9780590445771,esl92002461,Encyclopedia Brown sets the pace / Donald J. Sobol ; interior illustrations by Ib Ohlsson.
9780590446914,in900154220,Sojourner Truth : ain't I a woman? / Patricia C. McKissack and Fredrick McKissack.
9780590447256,bt 08748196,Is your mama a llama? / by Deborah Guarino ; pictures by Steven Kellogg.
9780590448390,sbr92064982,The right number of elephants / story by Jeff Sheppard ; pictures by Felicia Bond.
9780590448505,csp00019384,What do you do with a kangaroo? [sound recording (CD kit)] / by Mercer Mayer.
9780590451369,mtg00080334,Pancakes for breakfast / (paper) by Tomie de Paola.
9780590451918,sbr93081017,Apples and pumpkins / by Anne Rockwell ; pictures by Lizzy Rockwell.
9780590453066,hcs00002249,A house is a house for me [KIT].
9780590458849,fxc93004128,Flossie & the fox [sound recording] / by Patricia C. McKissack ; produced by Blane & DeRosa Productions.
9780590464628,bt 09244443,David McPhail's animals A to Z.
9780590465144,fxc92008052,The girl who loved wild horses [sound recording] / by Paul Goble; narrated by Megan Porter Follows.
9780590468954,021219090123,Rain / Robert Kalan.
9780590469326,fxc93009363,The rough-face girl [sound recording] / narrated by Rafe Martin ; music composed by Richard DeRosa ; directed by Steven Blane ; produced by Blane and DeRosa Productions.
9780590470568,020619133543,"Ten Cats Have Hats, A counting book / Jean Marzollo."
9780590470674,fxc93009204,Clap your hands [sound recording]
9780590472739,fxc94000828,A busy year [sound recording]
9780590473408,fxc94001819,Anansi the spider : a tale from the Ashanti / adapted and illustrated by Gerald McDermott.
9780590477819,sbr94101839,Aunt Harriet's Underground Railroad in the sky / Faith Ringgold.
9780590478830,  2001043896,Rap a tap tap : here's Bojangles-- think of that! / Leo & Diane Dillon.
9780590480871,   98050404,David goes to school / by David Shannon.
9780590481199,sbr96128377,"In the small, small pond [kit] / Denise Fleming."
9780590481373,   95050528,I spy spooky night : a book of picture riddles / photographs by Walter Wick ; riddles by Jean Marzollo.
9780590486156,020819112211,My Friends / Taro Gomi.
9780590486200,sbr97155824,The cow that went oink / written and illustrated by Bernard Most.
9780590487504,taz96003770,Zapatos nuevos para Silvia / Johanna Hurwitz ; ilustrado por Jerry Pinkney.
9780590489911,bt 09508391,The greedy triangle / written by Marilyn Burns ; illustrated by Gordon Silveria.
9780590494793,bt 09771049,The author studies handbook : helping students build powerful connections to literature / Laura Kotch and Leslie Zackman.
9780590511841,wtr00507926,I love you the purplest / by Barbara M. Joosse ; illustrated by Mary Whyte.
9780590543408,   96008108,Harlem : a poem / by Walter Dean Myers ; pictures by Christopher Myers.
9780590543415,   96008108,Harlem : a poem / by Walter Dean Myers ; pictures by Christopher Myers.
9780590543491,020719152507,The Car Washing Street / Denise Lewis Patrick.
9780590609661,fxc96000689,The carrot seed [sound recording] / story by Ruth Krauss.
9780590609852,hcs00002249,A house is a house for me [KIT].
9780590610483,fxc93004128,Flossie & the fox [sound recording] / by Patricia C. McKissack ; produced by Blane & DeRosa Productions.
9780590610605,fxc92008052,The girl who loved wild horses [sound recording] / by Paul Goble; narrated by Megan Porter Follows.
9780590610834,fxc97001157,Freight train [sound recording] / by Donald Crews.
9780590611169,fxc93009204,Clap your hands [sound recording]
9780590611749,fxc93009363,The rough-face girl [sound recording] / narrated by Rafe Martin ; music composed by Richard DeRosa ; directed by Steven Blane ; produced by Blane and DeRosa Productions.
9780590612265,fxc94000828,A busy year [sound recording]
9780590623827,   95031134,The apple pie tree / by Zoe Hall ; illustrated by Shari Halpern.
9780590623834,   95031134,The apple pie tree / by Zoe Hall ; illustrated by Shari Halpern.
9780590683234,wtr00505804,"Row, row, row your boat / Pippa Goodhart ; illustrated by Stephen Lambert."
9780590688819,in500009284,"We'll never forget you, Roberto Clemente / by Trudie Engel."
9780590698221,020619135608,Hopper / Marcus Pfister.
9780590718097,bps00056441,Rosie's walk [kit] / Pat Hutchins.
9780590718363,hcs00002241,Madeline [KIT].
9780590718783,bps00056441,Rosie's walk [kit] / Pat Hutchins.
9780590733052,sbr92079568,Across the stream [book/sound] / by Mirra Ginsburg ; pictures by Nancy Tafuri.
9780590759557,fxc87006596,"Gregory, the terrible eater / by Mitchell Sharmat ; illustrated by Jose Aruego and Ariane Dewey."
9780590819312,020719154003,Miss Bindergarten Gets Ready for Kindergarten / Joseph Slate.
9780590870382,020519151442,Bearobics / Vic Parker.
9780590929974,   96054643,A bad case of stripes / David Shannon.
9780590930024,   97035125,"No, David! / by David Shannon."
9780590939980,   96007002,One grain of rice : a mathematical folktale / Demi.
9780590939997,   96007002,One grain of rice : a mathematical folktale / Demi.
9780605966642,  2017287249,"Click, clack, moo : cows that type / by Doreen Cronin ; pictures by Betsy Lewin."
9780606002424,ocn233550488,Be careful what you wish for / R.L. Stine.
9780606002578,in500004851,Africa dream / by Eloise Greenfield ; illustrated by Carole Byard.
9780606004206,022719122734,Harry Potter and the Deathly Hallows / J.k. Rowling.
9780606007627,022619102554,Horrible Harry Bugs the Three Bears / Suzy Kline.
9780606013567,in900035522,Freight train / Donald Crews.
9780606015431,in900013111,Song and dance man / by Karen Ackerman ; illustrated by Stephen Gammell.
9780606018333,  2011006314,Ghosts : a nonfiction companion to Magic tree house #42: A good night for ghosts / by Mary Pope Osborne and Natalie Pope Boyce ; illustrated by Sal Murdocca.
9780606019750,   86025473,"The glorious flight : across the Channel with Louis Bleriot, July 25, 1909 / Alice and Martin Provensen."
9780606020640,in500005672,"Cinderella, or, The little glass slipper / a free translation from the French of Charles Perrault ; with pictures by Marcia Brown."
9780606024136,in900021641,The Borrowers / Mary Norton ; illustrated by Beth and Joe Krush.
9780606026130,in500008280,Rainbow Valley / L.M. Montgomery ; with a biography of L.M. Montgomery by Caroline Parry.
9780606037792,   82023426,Everett Anderson's goodbye / by Lucille Clifton ; illustrated by Ann Grifalconi.
9780606037877,in900036202,The funny little woman / retold by Arlene Mosel ; pictures by Blair Lent.
9780606041232,012919162708,Who was Marco Polo? / Joan Holub.
9780606041485,   89171111,"Alexander y el dia terrible, horrible, espantoso, horroroso / Judith Viorst ; ilustrado por Ray Cruz ; traducido por Alma Flor Ada."
9780606046534,   90033007,The devil's arithmetic / by Jane Yolen.
9780606056090,   92024466,Snakes / by Patricia Demuth ; illustrated by Judith Moffatt.
9780606059626,  2010502462,Louise the Lily Fairy / by Daisy Meadows.
9780606069410,012519142153,"Batman - Meet the Super Heroes, featuring Superman and Wonder Woman / Michael Teitelbaum."
9780606069519,012519141740,Superman I am Superman / Michael Teitelbaum.
9780606069595,in900067192,Cornelius : a fable / by Leo Lionni.
9780606069649,ocn435410170,Going to the Sea Park / by Mercer Mayer.
9780606071338,022619093733,Hoot / Carl Hiaasen.
9780606074933,  2007005181,Elijah of Buxton / Christopher Paul Curtis.
9780606088947,in900034396,La verdadera historia de los tres cerditos! / por S. Lobo ; segun se la contaron a Jon Scieszka ; ilustrada por Lane Smith.
9780606104951,in900039231,Ramona la chinche / Beverly Cleary ; ilustrado por Louis Darling ; traducido por Argentina Palacios.
9780606105224,in900039176,Un grillo en Times Square / George Selden ; ilustraciones de Garth Williams ; traduccion de Robin Longshaw.
9780606106719,ocn434905269,"Amulet. Book two, The stonekeeper's curse / Kazu Kibuishi."
9780606109505,in500008913,Tar Beach / Faith Ringgold.
9780606109932,in900029453,The Watsons go to Birmingham-- 1963 / Christopher Paul Curtis.
9780606113489,in900017442,Fox outfoxed / by James Marshall.
9780606116138,in900032557,Meet Danitra Brown / Nikki Grimes ; illustrated by Floyd Cooper.
9780606120548,in500009284,"We'll never forget you, Roberto Clemente / by Trudie Engel."
9780606122580,ocn419853972,Just a little music / by Mercer Mayer.
9780606123150,012519141222,Arthur's Reading Trick / Marc Brown.
9780606123419,in900447447,Judy Moody predicts the future / Megan McDonald ; illustrated by Peter H. Reynolds.
9780606123495,in900443241,Judy Moody : around the world in 8 1/2 days / Megan McDonald ; illustrated by Peter H. Reynolds.
